Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,получение средств,1814.07,безналичный,Витебск,Приорбанк-KWAD-276,29-04-2009,12:54:42,успешно,нет,0.0
физ. лицо,получение средств,591.48,безналичный,Могилев,МаксБанк-UHVD-238,11-03-2008,22:21:22,успешно,нет,0.0
юр. лицо,получение средств,4731.9,безналичный,Брест,Приорбанк-NWAY-943,27-02-2001,16:41:47,успешно,нет,0.0
физ. лицо,получение средств,548.91,безналичный,Гродно,Приорбанк-LBTL-251,21-07-2017,02:48:38,успешно,нет,0.0
физ. лицо,списание средств,1491.47,безналичный,Гродно,Беларусбанк-OKTS-721,18-09-2012,16:57:18,успешно,да,116.37
юр. лицо,списание средств,844.09,наличный,Гомель,Беларусбанк-BASJ-021,03-09-2010,17:33:21,успешно,нет,0.0
физ. лицо,списание средств,4334.98,наличный,Могилев,БелАгропромбанк-VVHB-559,18-01-2010,19:52:16,неправильный ввод пин-кода,да,416.88
юр. лицо,получение средств,3655.88,безналичный,Гомель,Приорбанк-INOA-343,01-11-2013,01:28:21,успешно,нет,0.0
физ. лицо,списание средств,4579.29,наличный,Могилев,МаксБанк-FUKP-239,05-08-2008,08:53:25,успешно,да,277.86
юр. лицо,списание средств,3572.69,безналичный,Витебск,Беларусбанк-RKDF-380,26-09-2018,18:31:46,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,1283.75,безналичный,Брест,МаксБанк-RAQH-896,21-07-2004,01:56:54,недостаточно средств,да,50.76
физ. лицо,списание средств,2497.2,безналичный,Гродно,Приорбанк-TBSG-332,14-11-2017,11:04:19,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,116.03,наличный,Гомель,БелАгропромбанк-KXSC-468,17-09-2009,08:24:20,недостаточно средств,да,9.34
юр. лицо,получение средств,2445.72,наличный,Витебск,Беларусбанк-QYTF-341,07-08-2000,05:11:28,успешно,нет,0.0
юр. лицо,списание средств,686.42,наличный,Витебск,МаксБанк-VXFE-734,11-02-2013,06:55:21,недостаточно средств,да,22.66
юр. лицо,получение средств,468.71,наличный,Минск,Белинвестбанк-KBBT-784,05-03-2022,08:02:07,успешно,нет,0.0
юр. лицо,списание средств,3254.39,наличный,Брест,Приорбанк-IGRO-401,08-01-2006,11:12:52,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,851.23,наличный,Брест,Белинвестбанк-ASTD-413,29-12-2018,13:18:28,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,2267.56,безналичный,Витебск,МаксБанк-DLNJ-009,15-07-2023,13:33:40,недостаточно средств,да,29.27
юр. лицо,списание средств,4834.92,безналичный,Витебск,Беларусбанк-FFRL-850,30-05-2020,12:55:53,неправильный ввод пин-кода,да,253.14
юр. лицо,получение средств,1572.34,наличный,Гродно,Беларусбанк-SPCW-825,25-07-2022,10:14:49,успешно,нет,0.0
физ. лицо,получение средств,2895.55,наличный,Гомель,МаксБанк-HPOP-500,19-07-2017,01:05:27,успешно,нет,0.0
физ. лицо,списание средств,652.91,безналичный,Брест,Белинвестбанк-ABKG-438,27-04-2004,22:13:21,неправильный ввод пин-кода,да,38.91
физ. лицо,списание средств,2254.95,безналичный,Гомель,Приорбанк-NHZQ-343,16-12-2004,01:04:48,успешно,да,134.6
физ. лицо,списание средств,1141.99,безналичный,Витебск,Белинвестбанк-PGJD-191,27-08-2011,02:18:27,неправильный ввод пин-кода,да,26.27
физ. лицо,получение средств,2620.65,безналичный,Гомель,Приорбанк-NOIN-783,01-08-2013,09:31:19,успешно,нет,0.0
физ. лицо,списание средств,2381.57,наличный,Могилев,МаксБанк-RGXN-975,28-09-2002,21:45:35,недостаточно средств,да,187.26
юр. лицо,списание средств,1622.0,безналичный,Брест,МаксБанк-OYUW-968,08-05-2018,00:47:50,недостаточно средств,да,146.68
юр. лицо,получение средств,766.35,безналичный,Брест,Приорбанк-POXX-722,10-03-2000,16:26:12,успешно,нет,0.0
юр. лицо,получение средств,2410.43,наличный,Брест,БелАгропромбанк-UPDK-006,01-04-2004,10:52:58,успешно,нет,0.0
юр. лицо,списание средств,4281.29,наличный,Минск,МаксБанк-UAFZ-728,01-07-2013,15:12:17,недостаточно средств,да,345.64
юр. лицо,списание средств,3072.32,наличный,Гомель,Беларусбанк-VESZ-142,13-05-2000,04:36:11,успешно,да,110.44
юр. лицо,получение средств,2894.23,наличный,Минск,Приорбанк-XDJO-060,18-01-2019,15:24:27,успешно,нет,0.0
юр. лицо,списание средств,2029.19,наличный,Минск,Белинвестбанк-ICYV-240,12-10-2013,05:57:31,недостаточно средств,да,41.69
юр. лицо,списание средств,1695.77,наличный,Минск,Приорбанк-DYEV-496,15-06-2010,22:20:35,недостаточно средств,да,73.31
юр. лицо,получение средств,119.99,безналичный,Гомель,Приорбанк-GYWK-298,25-12-2014,17:50:45,успешно,нет,0.0
юр. лицо,получение средств,4560.44,безналичный,Брест,БелАгропромбанк-CREQ-788,17-05-2011,15:27:45,успешно,нет,0.0
юр. лицо,получение средств,4572.29,безналичный,Брест,БелАгропромбанк-EEBP-939,03-12-2018,21:54:34,успешно,нет,0.0
физ. лицо,списание средств,105.49,безналичный,Гомель,МаксБанк-WJAF-616,08-05-2021,09:09:13,неправильный ввод пин-кода,да,4.24
юр. лицо,получение средств,2849.07,безналичный,Могилев,МаксБанк-GNJM-547,19-08-2020,05:43:27,успешно,нет,0.0
юр. лицо,получение средств,3284.79,наличный,Витебск,БелАгропромбанк-XOWF-482,02-08-2001,13:26:03,успешно,нет,0.0
физ. лицо,списание средств,2914.96,безналичный,Минск,Беларусбанк-QZVE-432,05-09-2010,15:01:06,успешно,нет,0.0
юр. лицо,получение средств,4787.34,наличный,Брест,Беларусбанк-AYRO-668,08-12-2009,14:58:07,успешно,нет,0.0
юр. лицо,списание средств,4495.5,наличный,Гродно,МаксБанк-DCBV-461,16-05-2014,03:45:53,неправильный ввод пин-кода,да,374.1
физ. лицо,получение средств,3466.25,наличный,Витебск,БелАгропромбанк-OXNY-994,29-01-2020,17:20:55,успешно,нет,0.0
